deweyClass,bibNumber,title,DATE(cout),COUNT(bibNumber)
133.9,1880271,"Lessons from the light extraordinary messages of comfort and hope from the other side",2006-04-06,19
133.3,1854124,"Victorian flower oracle the language of nature",2006-04-06,15
133.32424,2342598,"Simply tarot",2006-04-07,162
133.0942,511329,"strange case of Edmund Gurney",2006-04-07,8
132.1,35373,"season in hell",2006-04-07,1
133.3337,1837501,"Feng shui for the workplace",2006-04-08,14
133.09,1397401,"world of ghosts and the supernatural",2006-04-08,21
133.93,1793095,"Edgar Cayce returns",2006-04-08,11
133.8,387533,"Arthur C Clarkes world of strange powers",2006-04-08,2
133.43097,1610512,"delusion of Satan the full story of the Salem witch trials",2006-04-09,10
136.76,85127,"Love is not enough the treatment of emotionally disturbed children",2006-04-10,7
136.76,708625,"Truants from life the rehabilitation of emotionally disturbed children",2006-04-10,6
133.335,2342599,"Simply numerology",2006-04-10,217
137,708584,"Becoming basic considerations for a psychology of personality",2006-04-11,8
137,13567,"Interpreting personality theories",2006-04-11,5
137,17946,"Discovering personality types",2006-04-11,4
133.43,2203821,"Llewellyns 2004 magical almanac",2006-04-11,7
133.5,2342600,"Simply astrology",2006-04-11,181
135.4,2270957,"Sabidurias milenarias y sectas secretas",2006-04-11,18
133.9013,568751,"Life after death opposing viewpoints",2006-04-12,5
133.9013,2341826,"What happens when we die a groundbreaking study into the nature of life and death",2006-04-12,106
131,121458,"Scientology a new slant on life",2006-04-12,8
131,18907,"problems of work scientology applied to the work a day world",2006-04-12,5
133.34,2078087,"Inner magic a guide to witchcraft",2006-04-12,10
133.109,1982723,"international directory of haunted places ghostly abodes sacred sites and other supernatural locations",2006-04-13,4
133.3,1103644,"THai thon toan so",2006-04-14,3
133.58158,1990643,"No one is a mystery how to use the planets to understand anybody",2006-04-14,13
130,138013,"development of personality",2006-04-14,30
133.45,2075846,"7 days to a magickal new you",2006-04-15,29
131.33,9355,"Death is a noun a view of the end of life",2006-04-15,3
133.50899,2279665,"Black love signs an astrological guide to passion romance and relationships for African Americans",2006-04-15,43
132,707494,"R D Laing",2006-04-15,10
133.3,2165480,"Loves book of answers",2006-04-17,13
135.3,1855595,"Xue xing jie meng guan ce zhan",2006-04-17,16
131,1723677,"Are you getting enlightened or losing your mind a spiritual program for mental fitness",2006-04-20,7
133.3,1878274,"Fateful forebodings",2006-04-21,9
133.53042,1936492,"house book the influence of the planets in the houses",2006-04-21,17
133.32424,2040949,"Tarot awareness exploring the spiritual path",2006-04-22,14
131.32,404936,"On becoming a person a therapists view of psychotherapy",2006-04-22,9
133.9,308444,"With folded wings",2006-04-22,8
133.446,1897499,"Bolshaia kniga magii",2006-04-22,4
133.9,181732,"Across the unknown",2006-04-22,6
133.324,2096005,"Polnaia entsiklopediia mirovykh gadanii prakticheskoe rukovodstvo",2006-04-22,11
137,1123606,"What handwriting tells you about yourself your friends and famous people a pioneer work on graphoanalysis",2006-04-22,23
133.91,1942917,"Reaching to heaven a spiritual journey",2006-04-22,8
133,1678765,"waking dream unlocking the symbolic language of our lives",2006-04-22,1
133,89997,"Dictionary of the tarot",2006-04-22,13
131,1905706,"Life changes with the energy of the chakras",2006-04-23,14
133.4309,2146078,"Magic in the Roman world pagans Jews and Christians",2006-04-24,16
133.43,2344568,"Wicca for beginners fundamentals of philosophy practice",2006-04-24,219
133.80951,1897620,"Chinas super psychics",2006-04-24,10
133.538,1936495,"Alive well with Uranus transits of self awakening",2006-04-24,23
130,68999,"Emotional problems of living avoiding the neurotic pattern",2006-04-24,7
133.5391,1936498,"Alive well with Neptune transits of heart and soul",2006-04-24,16
132,71509,"Neurotic styles",2006-04-24,12
133.335,1360703,"Numerology the complete guide",2006-04-25,5
133.44,2344550,"Wish on a spell Vol 1",2006-04-25,136
133.32424,2208133,"Professional tarot the business of reading consulting teaching",2006-04-25,40
133.8092,2346844,"Just one more question answers and insights from a psychic medium",2006-04-25,58
132,66745,"interpersonal theory of psychiatry",2006-04-25,10
136.76,88945,"Self discovery through self expression use of art in psychotherapy with children and adolescents",2006-04-26,36
133.14,2042902,"coming of the fairies",2006-04-26,25
132.1,4584,"Self and others",2006-04-26,5
133.43097,1743874,"Salem witch trials",2006-04-26,17
133.32424,1377617,"language of vision meditations on myth and metaphor",2006-04-27,6
130,176861,"Freud journal of Lou Andreas SalomÃ¢Â€Âš",2006-04-27,1
136.76,9247,"Actions styles and symbols in kinetic family drawings K F D an interpretative manual",2006-04-28,3
136.76,20085,"Human figure drawings in adolescence",2006-04-28,5
133.9013,2221014,"Experiencing the next world now",2006-04-28,34
133,399751,"Ruth Montgomery herald of the new age",2006-04-29,27
133.59251,2348183,"handbook of Chinese horoscopes Theodora Lau calligraphy and illustrations by Kenneth Lau",2006-04-29,151
133.8,1854122,"Protected by the light the complete book of psychic self defense",2006-04-29,2
133.5,1801835,"Soul signs harness the power of your sun sign and become the person you were meant to be",2006-04-29,17
133.9013,1585570,"Parting visions uses and meanings of pre death psychic and spiritual experiences",2006-04-29,22
133.43019,1748840,"Believing in magic the psychology of superstition",2006-04-29,1
133.426,2341732,"Possessions and exorcisms",2006-04-29,33
131,2020567,"Exploring the zone",2006-04-30,21
133.53,2346715,"Eclipses predicting world events personal transformation",2006-05-04,41
132,285271,"Psychopathology of everyday life",2006-05-04,6
133.43,1676193,"Witches opposing viewpoints",2006-05-04,11
133.93,1963144,"JonBenÃ¢Â€Âšts gift a miracle for the millennium",2006-05-04,4
136.73,121526,"From two to five",2006-05-04,5
131,167062,"How never to be tired or Two lifetimes in one",2006-05-04,3
136.711,57730,"Looking back a chronicle of growing up old in the sixties",2006-05-05,12
133.58158,636485,"Intimate relationships the astrology of attraction",2006-05-05,2
133.1,1656750,Ghosts,2006-05-06,23
133.9013,1836431,"case for heaven messages of hope from people who touched eternity",2006-05-07,14
133.9,1902208,"Questions from earth answers from heaven a psychic intuitives discussion of life death and what awaits us beyond",2006-05-08,24
131.32,708456,"psychiatric interview",2006-05-08,5
133.43903,2208967,"Maat magic a guide to self initiation",2006-05-08,11
133.335,2136081,"All about numerology",2006-05-09,13
133.32424,2305523,"Tarot outside the box",2006-05-09,64
133.32424,1930895,"Tarot celebrations honoring the inner voice",2006-05-09,19
133.54,1707926,"practical astrologer all you need to know to construct birth charts cast horoscopes and discover what the stars have to reveal",2006-05-09,6
133.43089,1963352,"Druid magic the practice of Celtic wisdom",2006-05-20,17
133.1,1752161,"Young ghosts",2006-05-20,4
133.43097,1872738,"devil in the shape of a woman witchcraft in colonial New England",2006-05-20,2
133.2,2352610,"Light a candle",2006-05-20,92
133.59445,2353137,"Light on life an introduction to the astrology of India",2006-05-21,61
136.711,231257,"Lessons in personality development for boys and girls",2006-05-22,2
136.74,146359,"lore and language of schoolchildren",2006-05-22,20
137,53280,"problem of the self",2006-05-22,2
136.4,38652,"Culture and human development insights into growing human",2006-05-22,8
133.6,1588752,"handbook of palmistry",2006-05-22,1
132,24485,"facts of life an essay in feelings facts and fantasy",2006-05-22,5
137,738512,"psychology of character with a survey of temperament",2006-05-22,4
133.8,79866,"Science philosophy and ESP",2006-05-22,6
133.5,1930897,"Bradys book of fixed stars",2006-05-22,23
136.71,156034,"Painting and personality a study of young children",2006-05-22,5
131.32,68440,"Psychotherapy East and West",2006-05-22,15
134,93518,"Hypnosis a new tool in crime detection",2006-05-22,11
133.4337,1826537,"Fundamentos del feng shui ocho lecciones sencillas",2006-05-23,10
132,14185,"double a psychoanalytic study",2006-05-23,19
133.43,2270360,"Evolutionary witchcraft",2006-05-23,51
133.43,2355130,"way of four spellbook working magic with the elements",2006-05-23,47
133.5925,2354395,"Tu vi tinh dien",2006-05-23,74
133.32424,2054804,"Tarot for the healing heart using inner wisdom to heal body and mind",2006-05-23,21
133.9,2350587,"Afterlife encounters ordinary people extraordinary experiences",2006-05-24,76
133.9013,1958859,"Blessing in disguise another side of the near death experience",2006-05-25,11
135.47,2179428,"miracle tree demystifying the Qabalah",2006-05-25,15
133.422,2123782,Satanism,2006-05-25,7
133.43,2205867,"witchs guide to life",2006-05-25,1
133.93,2357257,"amazing power of deliberate intent Part I Living the art of allowing",2006-05-25,440
133.91,2352937,"Seeing the dead talking with spirits shamanic healing through contact with the spirit world",2006-05-25,41
133.43097,1776555,"Salem witch trials",2006-05-27,12
133,1661402,"Divine magic the world of the supernatural",2006-05-27,8
133.5,614891,"Parkers astrology the essential guide to using astrology in your daily life",2006-05-27,15
131,60031,"Born to heal the astonishing story of Mr A and the ancient art of healing with life energies",2006-05-28,16
133.10979,1959595,"Hollywood haunted a ghostly tour of filmland",2006-05-30,49
133.8,35514,"My passport says clairvoyant",2006-05-30,24
133.9013,1826489,"Afterlife an investigation of the evidence for life after death",2006-05-31,8
130,275781,"leaven of love a development of the psychoanalytic theory and technique of SÃ‚Â ndor Ferenczi",2006-05-31,5
133.3337,2350684,"Feng shui for the rest of us what you can do right now to change your life",2006-05-31,232
133,363901,"great secret",2006-05-31,14
133.9013,374307,"Reincarnation a new horizon in science religion and society",2006-05-31,10
136.4,66102,"lonely crowd a study of the changing American character",2006-06-01,23
136.72,49993,"psychology of the child",2006-06-01,9
133,376081,"Notes from the black masters",2006-06-02,2
136.4,68873,"decline of pleasure",2006-06-02,8
133.10941,2258100,"Supernatural Scotland",2006-06-02,17
136.71,248302,"Comenius School of infancy an essay on the education of youth during the first six years",2006-06-02,3
133.8,1909299,"Powers of the mind",2006-06-03,14
136.72,702250,"language and thought of the child",2006-06-03,7
136.72,37363,"origin of the idea of chance in children",2006-06-04,4
130,70470,"Insight and responsibility lectures on the ethical implications of psychoanalytic insight",2006-06-05,9
133.93,1388552,"Talks with the White Buffalo",2006-06-05,7
133.5,2283867,"Astrolohiya at ang kaugnayan nito sa buhay ng tao",2006-06-05,8
133.54,2284514,Orakulo,2006-06-05,3
136.72,705100,"brief introduction to Piaget",2006-06-06,4
136.72,66604,"origins of intelligence in children",2006-06-06,13
133.9092,1715451,"Journey from one life to another",2006-06-06,16
133.4,2353182,Witches,2006-06-06,59
133.93,2359391,"amazing power of deliberate intent Part II Finding the path to joy through energy balance",2006-06-06,264
133.335,2047844,"Simple numerology",2006-06-07,3
133,465893,,2006-06-07,7
133.5,1666309,"secret language of the stars and planets a visual key to the heavens",2006-06-07,16
133.91,2354046,"So you want to be a medium a down to earth guide",2006-06-08,70
130,769314,"collected works of C G Jung",2006-06-08,80
136.716,32329,"How was I born A story in pictures",2006-06-08,10
133.43,2235099,"outer temple of witchcraft circles spells and rituals",2006-06-08,8
131,2334687,"Auto defensa psÃ‚Â¡quica",2006-06-09,22
133.91,1833676,"Talking to heaven a mediums message of life after death",2006-06-09,24
133.9,1904872,"Letters from home loving messages from the family",2006-06-12,13
133.9,50023,"Life is forever evidence for survival after death",2006-06-12,9
130,57716,"Boundaries of the soul the practice of Jungs psychology",2006-06-12,1
133.8,1678198,"farther shore how near death and other extraordinary experiences can change ordinary lives",2006-06-12,14
133.9,8527,"Singer in the shadows the strange story of Patience Worth",2006-06-12,11
133.333,2090376,"vastu vidya handbook the Indian feng shui",2006-06-13,28
133.59251,2355676,"Snarling tiger dirty rat a",2006-06-13,36
133.54,1270620,"horÃ‚Â¢scopo azteca amor destino y fortuna segÃ‚Â£n la astrologÃ‚Â¡a azteca",2006-06-13,11
133.9013,1714901,"Song of the phoenix voices of comfort and healing from the afterlife",2006-06-13,11
138,425677,,2006-06-14,4
133.53,1753726,"outer planets their cycles the astrology of the collective",2006-06-14,1
133.9013,495562,"light beyond",2006-06-14,2
131,2039363,"Muddy tracks exploring an unsuspected reality",2006-06-14,15
133.43097,2235068,"American witch magick for the modern seeker",2006-06-15,25
138,2066760,"power of face reading",2006-06-15,35
133.43,2034870,"perfecto manual de magia casera",2006-06-15,2
